Student_ID,Grade,Study_Hours,Extracurricular,Exam_Score,Part_Time_Job,Gender
Student_1,11,9.695846277645586,Sports,91.67898417244302,No,Male
Student_2,12,7.7513282336111455,Sports,91.07917813966576,No,Female
Student_3,9,9.394989415641891,Debate,99.90567181119627,No,Male
Student_4,11,8.948273504276488,Music,87.59785334111876,No,Female
Student_5,11,5.978999788110851,Music,98.55274405200183,No,Male
Student_6,12,9.218742350231167,Sports,100.83204096027372,Yes,Male
Student_7,9,0.884925020519195,None,42.51159013056949,Yes,Male
Student_8,9,1.959828624191452,Music,66.36467920729555,No,Male
Student_9,11,0.45227288910538066,None,42.51454774325369,Yes,Male
Student_10,10,3.2533033076326436,Music,74.13736257558773,Yes,Male
Student_11,11,3.8867728968948203,None,81.01982027454814,Yes,Female
Student_12,11,2.713490317738959,Debate,55.36062840517769,Yes,Male
Student_13,11,8.287375091519294,None,101.07063675003968,No,Female
Student_14,11,3.567533266935893,Debate,71.96547560404446,No,Male
Student_15,12,2.8093450968738076,Debate,72.26732708431393,No,Female
Student_16,9,5.426960831582485,None,96.1027339844519,Yes,Female
Student_17,12,1.4092422497476265,Debate,54.592330088709424,No,Female
Student_18,12,8.021969807540398,Sports,82.5724873941271,No,Male
Student_19,12,0.7455064367977082,Debate,44.83238788773331,Yes,Male
Student_20,11,9.868869366005173,Music,91.18624398037149,No,Female
Student_21,10,7.722447692966574,None,87.84122137069183,Yes,Male
Student_22,9,1.987156815341724,Sports,63.34730382487506,No,Female
Student_23,10,0.05522117123602399,None,53.04301384948032,No,Male
Student_24,12,8.154614284548341,Music,99.04490391310195,Yes,Female
Student_25,12,7.068573438476172,Music,85.47288611115992,Yes,Female
Student_26,10,7.2900716804098735,Music,100.98569917362255,No,Male
Student_27,10,7.712703466859457,Debate,85.91694900191773,No,Female
Student_28,10,0.7404465173409036,Debate,80.9039242526007,No,Male
Student_29,12,3.5846572854427263,None,74.17995990486371,No,Female
Student_30,12,1.1586905952512971,None,47.22187741209366,Yes,Female
Student_31,9,8.631034258755935,Sports,82.44624631316856,Yes,Male
Student_32,9,6.232981268275579,Sports,85.98963049380976,No,Male
Student_33,12,3.308980248526492,None,64.31027338937395,Yes,Male
Student_34,10,0.6355835028602363,Debate,60.3179224552221,No,Female
Student_35,10,3.109823217156622,Music,70.28149233151856,No,Male
Student_36,9,3.2518332202674705,None,65.53087697476863,No,Female
Student_37,12,7.29606178338064,Sports,78.01237173621915,Yes,Female
Student_38,9,6.3755747135521315,Debate,66.72940132090201,No,Male
Student_39,9,8.872127425763265,None,89.89548760814613,No,Male
Student_40,11,4.722149251619493,None,82.17473420133219,No,Female
Student_41,11,1.195942459383017,Debate,58.120649738217125,No,Female
Student_42,11,7.13244787222995,None,73.20485157402986,Yes,Male
Student_43,10,7.607850486168974,Debate,89.77106168935669,No,Male
Student_44,12,5.612771975694963,Music,81.91703367576318,No,Male
Student_45,12,7.70967179954561,Debate,79.70978463571673,Yes,Male
Student_46,12,4.937955963643907,Debate,76.2270308776748,Yes,Male
Student_47,12,5.227328293819941,Debate,76.7187286535597,Yes,Female
Student_48,11,4.275410183585496,None,59.947347939621245,Yes,Female
Student_49,10,0.2541912674409519,None,54.848829940687594,Yes,Female
Student_50,10,1.0789142699330445,Debate,61.00241661334756,No,Female
Student_51,11,0.3142918568673425,None,62.40197171608948,Yes,Male
Student_52,10,6.364104112637804,Sports,92.35854108353806,Yes,Male
Student_53,11,3.143559810763267,Sports,51.941105374245424,No,Male
Student_54,12,5.085706911647028,None,66.05028415908392,Yes,Female
Student_55,11,9.07566473926093,None,100.52867636839125,No,Female
Student_56,12,2.4929222914887497,Debate,67.60247096656585,Yes,Male
Student_57,12,4.103829230356297,Music,75.66962301484196,Yes,Male
Student_58,9,7.555511385430487,None,126.30487183369965,No,Female
Student_59,11,2.2879816549162246,Sports,67.1488133815128,No,Female
Student_60,9,0.7697990982879299,Debate,65.20465189324564,No,Male
Student_61,11,2.8975145291376805,None,74.02759028062043,No,Male
Student_62,11,1.6122128725400442,Sports,64.5749768757582,No,Female
Student_63,9,9.29697652342573,Sports,93.3321901707252,Yes,Male
Student_64,9,8.08120379564417,Music,97.99571118315353,Yes,Male
Student_65,11,6.334037565104235,Debate,73.94193568014545,No,Male
Student_66,10,8.714605901877178,Debate,91.2048434419858,No,Female
Student_67,12,8.036720768991145,Music,85.32996836666469,No,Female
Student_68,9,1.8657005888603584,Music,60.14724433816502,No,Female
Student_69,12,8.925589984899778,Debate,117.77453559123398,Yes,Female
Student_70,10,5.393422419156507,Debate,58.29446016986506,No,Female
Student_71,10,8.074401551640625,None,97.23460966194826,Yes,Female
Student_72,10,8.960912999234932,None,78.67740628427815,No,Female
Student_73,9,3.1800347497186388,Music,61.180855090698856,No,Male
Student_74,10,1.1005192452767676,None,66.3921021960575,No,Male
Student_75,9,2.279351625419417,Sports,62.03955831805172,No,Male
Student_76,10,4.271077886262563,None,60.57794165201975,No,Male
Student_77,12,8.18014765922493,None,83.74770120352497,Yes,Male
Student_78,12,8.607305832563434,Sports,99.83250665216393,No,Male
Student_79,11,0.06952130531190703,Music,43.04394020938817,No,Male
Student_80,12,5.107473025775658,Sports,77.70195102469805,No,Female
